record_id,train_number,train_name,origin_station_code,origin_station,destination_station_code,destination_station,journey_date,scheduled_departure,delay_minutes,train_status,delay_cause,passenger_count,occupancy_percent,platform_number,weather_condition,temperature_c,visibility_m,risk_score,risk_level,maintenance_flag,crowd_alert,anomaly_detected,eta_delay_minutes,recommended_action
1446,14640,Express,CNB,Kanpur Central,NDLS,New Delhi,2026-05-01,19:30,0,On Time,No Delay,366,91,4,Rain,35,8733,30,Low,0,1,1,0,Monitor
1447,14245,Vande Bharat,HWH,Howrah Junction,LKO,Lucknow Charbagh,2026-02-22,02:00,10,Delayed,Maintenance Work,259,63,5,Heatwave,23,5621,24,Low,0,0,1,6,Monitor
1448,13241,Sampark Kranti,SBC,KSR Bengaluru City,CNB,Kanpur Central,2026-07-19,21:45,0,On Time,No Delay,1395,100,6,Rain,15,3159,31,Low,0,1,1,10,Monitor
1449,12573,Superfast,KOTA,Kota Junction,MAS,Chennai Central,2026-04-26,09:15,0,On Time,No Delay,371,69,3,Cloudy,34,9176,28,Low,1,0,0,1,Monitor
1450,12901,Intercity,ADI,Ahmedabad Junction,SDAH,Sealdah,2026-04-09,06:45,18,Delayed,Crew Delay,733,73,14,Cloudy,20,3602,36,Low,1,0,0,22,Monitor
1451,14349,Intercity,CNB,Kanpur Central,HWH,Howrah Junction,2026-03-13,19:15,999,Cancelled,Late Incoming Train,1070,78,10,Rain,19,4957,100,Critical,1,0,1,999,Escalate to operations command
1452,13003,Express,ALD,Prayagraj Junction,LKO,Lucknow Charbagh,2026-08-27,20:00,0,On Time,No Delay,224,61,12,Clear,19,9465,25,Low,1,0,0,6,Monitor
1453,14078,Intercity,PUNE,Pune Junction,KOTA,Kota Junction,2026-01-02,18:30,0,On Time,No Delay,1410,100,13,Clear,24,1034,31,Low,0,1,0,9,Monitor
1454,14466,Express,ADI,Ahmedabad Junction,SDAH,Sealdah,2026-09-20,18:30,0,On Time,No Delay,763,92,13,Clear,35,6481,31,Low,0,1,1,8,Monitor
1455,14090,Shatabdi,VSKP,Visakhapatnam,NDLS,New Delhi,2026-08-04,10:45,5,Delayed,Weather,1376,100,15,Fog,43,164,43,Medium,0,1,0,0,Notify station control
1456,14056,Superfast,BBS,Bhubaneswar,CNB,Kanpur Central,2026-05-09,18:15,0,On Time,No Delay,1291,85,17,Clear,27,627,31,Low,0,0,1,0,Monitor
1457,12648,Sampark Kranti,SBC,KSR Bengaluru City,LKO,Lucknow Charbagh,2026-07-14,22:15,999,Cancelled,Congestion,218,100,9,Cloudy,24,572,100,Critical,0,1,1,999,Escalate to operations command
1458,12906,Duronto,BBS,Bhubaneswar,LKO,Lucknow Charbagh,2026-02-10,01:15,30,At Risk,Late Incoming Train,1070,44,3,Heatwave,29,9099,31,Low,0,0,1,30,Monitor
1459,12769,Superfast,LKO,Lucknow Charbagh,BCT,Mumbai Central,2026-09-21,09:15,120,At Risk,Technical Fault,1727,55,17,Clear,39,1468,68,High,0,1,1,128,Reallocate platform and crew
1460,12186,Intercity,NGP,Nagpur Junction,GKP,Gorakhpur,2026-09-19,12:30,0,On Time,No Delay,632,95,1,Cloudy,37,1685,27,Low,0,1,1,0,Monitor
1461,12098,Garib Rath,CSTM,Mumbai CSMT,PUNE,Pune Junction,2026-01-07,23:45,45,Delayed,Maintenance Work,1121,67,16,Clear,15,3842,40,Medium,1,0,0,50,Notify station control
1462,12988,Garib Rath,SBC,KSR Bengaluru City,JP,Jaipur Junction,2026-09-03,21:15,0,On Time,No Delay,1005,87,17,Cloudy,38,6485,32,Low,0,0,0,2,Monitor
1463,13157,Intercity,SBC,KSR Bengaluru City,ADI,Ahmedabad Junction,2026-08-15,13:15,0,On Time,No Delay,1701,89,8,Rain,40,2332,30,Low,0,1,0,4,Monitor
1464,13232,Intercity,NGP,Nagpur Junction,SDAH,Sealdah,2026-06-20,08:30,40,Delayed,Late Incoming Train,1437,66,18,Rain,43,8301,43,Medium,0,0,1,50,Notify station control
1465,14392,Superfast,PUNE,Pune Junction,LKO,Lucknow Charbagh,2026-08-14,17:45,0,On Time,No Delay,569,60,9,Clear,42,750,25,Low,0,0,1,2,Monitor
1466,12820,Rajdhani,JP,Jaipur Junction,NDLS,New Delhi,2026-05-03,02:30,0,Completed,No Delay,1136,81,12,Cloudy,16,5348,29,Low,0,0,0,9,Monitor
1467,12608,Sampark Kranti,BBS,Bhubaneswar,SBC,KSR Bengaluru City,2026-05-11,07:30,8,Delayed,Signal Failure,1349,90,14,Cloudy,25,6827,32,Low,0,1,0,7,Monitor
1468,12744,Duronto,NGP,Nagpur Junction,CNB,Kanpur Central,2026-08-01,18:00,0,Completed,No Delay,446,56,14,Fog,27,112,35,Low,0,0,0,0,Monitor
1469,12740,Sampark Kranti,CSTM,Mumbai CSMT,BCT,Mumbai Central,2026-02-18,03:30,0,Completed,No Delay,1043,93,17,Rain,32,9992,34,Low,0,1,0,7,Monitor
1470,14136,Intercity,PNBE,Patna Junction,SBC,KSR Bengaluru City,2026-05-24,14:45,35,Delayed,Maintenance Work,1098,85,14,Rain,43,1823,42,Medium,1,0,0,43,Notify station control
1471,14419,Sampark Kranti,BPL,Bhopal Junction,NGP,Nagpur Junction,2026-04-23,07:00,0,On Time,No Delay,452,66,12,Clear,14,8930,26,Low,0,0,0,0,Monitor
1472,12564,Intercity,MAS,Chennai Central,KOTA,Kota Junction,2026-03-03,08:00,999,Cancelled,Maintenance Work,1573,86,8,Clear,33,9065,100,Critical,0,1,1,999,Escalate to operations command
1473,12612,Jan Shatabdi,CNB,Kanpur Central,CSTM,Mumbai CSMT,2026-09-11,05:30,0,On Time,No Delay,1172,65,7,Clear,31,9979,27,Low,0,0,1,0,Monitor
1474,12917,Rajdhani,VSKP,Visakhapatnam,JP,Jaipur Junction,2026-04-27,11:00,0,On Time,No Delay,757,100,4,Cloudy,14,3027,35,Low,1,1,1,2,Monitor
1475,14040,Express,ALD,Prayagraj Junction,NGP,Nagpur Junction,2026-07-25,10:00,12,Delayed,Crew Delay,930,95,1,Clear,18,6121,36,Low,0,1,0,18,Monitor
1476,14668,Jan Shatabdi,CNB,Kanpur Central,SBC,KSR Bengaluru City,2026-02-06,17:45,0,On Time,No Delay,423,86,16,Clear,31,5671,28,Low,1,0,0,0,Monitor
1477,14315,Intercity,LKO,Lucknow Charbagh,BPL,Bhopal Junction,2026-05-28,12:15,18,Delayed,Crew Delay,378,64,3,Clear,31,972,33,Low,0,0,0,14,Monitor
1478,14623,Garib Rath,ADI,Ahmedabad Junction,SDAH,Sealdah,2026-03-03,16:30,0,Completed,No Delay,1425,69,12,Clear,32,7890,28,Low,0,0,0,2,Monitor
1479,12638,Shatabdi,SDAH,Sealdah,PNBE,Patna Junction,2026-06-08,01:15,0,Completed,No Delay,1002,85,11,Clear,42,6138,28,Low,0,0,0,1,Monitor
1480,12902,Express,BCT,Mumbai Central,LKO,Lucknow Charbagh,2026-07-24,22:45,10,Delayed,Track Obstruction,277,81,14,Rain,25,9295,30,Low,0,0,1,15,Monitor
1481,13039,Shatabdi,PUNE,Pune Junction,LKO,Lucknow Charbagh,2026-02-01,13:00,18,At Risk,Track Obstruction,469,58,9,Cloudy,24,2801,25,Low,0,0,0,26,Monitor
1482,14612,Rajdhani,BPL,Bhopal Junction,NGP,Nagpur Junction,2026-07-18,04:45,0,On Time,No Delay,1618,87,17,Rain,34,2469,27,Low,0,1,0,3,Monitor
1483,12488,Shatabdi,PNBE,Patna Junction,SDAH,Sealdah,2026-08-19,22:00,120,Delayed,Platform Change,529,67,13,Clear,44,2692,65,High,0,0,1,121,Reallocate platform and crew
1484,13173,Vande Bharat,NDLS,New Delhi,BCT,Mumbai Central,2026-01-23,06:15,0,On Time,No Delay,1477,64,12,Heavy Rain,29,2421,38,Low,1,0,1,0,Monitor
1485,12183,Express,SDAH,Sealdah,NDLS,New Delhi,2026-06-03,09:30,0,Completed,No Delay,875,57,9,Clear,39,3435,23,Low,0,0,0,9,Monitor
1486,13087,Jan Shatabdi,MAS,Chennai Central,BCT,Mumbai Central,2026-01-10,17:00,999,Cancelled,Technical Fault,1473,59,17,Rain,26,561,100,Critical,1,0,1,999,Escalate to operations command
1487,12802,Intercity,MAS,Chennai Central,SBC,KSR Bengaluru City,2026-09-24,18:30,35,At Risk,Weather,1103,90,11,Fog,15,815,56,Medium,0,1,0,30,Notify station control
1488,12827,Rajdhani,NGP,Nagpur Junction,BPL,Bhopal Junction,2026-07-12,13:15,0,On Time,No Delay,1464,71,12,Clear,27,2504,23,Low,1,0,1,10,Monitor
1489,13285,Rajdhani,CSTM,Mumbai CSMT,PUNE,Pune Junction,2026-08-27,18:30,0,On Time,No Delay,462,77,3,Clear,17,3470,28,Low,0,0,0,7,Monitor
1490,14579,Rajdhani,VSKP,Visakhapatnam,CSTM,Mumbai CSMT,2026-05-10,02:00,0,On Time,No Delay,854,73,4,Clear,38,4500,30,Low,0,0,0,5,Monitor
1491,14594,Rajdhani,ADI,Ahmedabad Junction,BBS,Bhubaneswar,2026-01-27,18:30,0,Completed,No Delay,1082,83,12,Clear,42,1823,31,Low,0,0,0,8,Monitor
1492,13264,Rajdhani,PUNE,Pune Junction,SDAH,Sealdah,2026-03-12,21:15,30,At Risk,Weather,1007,83,17,Fog,37,868,51,Medium,0,0,0,35,Notify station control
1493,12592,Jan Shatabdi,MAS,Chennai Central,ALD,Prayagraj Junction,2026-07-16,13:45,999,Cancelled,Technical Fault,682,72,17,Cloudy,30,5917,100,Critical,0,0,1,999,Escalate to operations command
1494,14652,Garib Rath,PNBE,Patna Junction,NDLS,New Delhi,2026-06-05,02:15,0,On Time,No Delay,1162,79,9,Cloudy,37,4899,28,Low,1,0,1,5,Monitor
1495,12262,Superfast,CNB,Kanpur Central,SBC,KSR Bengaluru City,2026-02-23,20:30,999,Cancelled,Technical Fault,1210,70,18,Cloudy,36,7793,100,Critical,0,0,1,999,Escalate to operations command
1496,12555,Express,PNBE,Patna Junction,BPL,Bhopal Junction,2026-05-20,13:30,0,On Time,No Delay,1712,59,4,Clear,39,8377,22,Low,0,1,0,3,Monitor
1497,13183,Intercity,LKO,Lucknow Charbagh,CSTM,Mumbai CSMT,2026-06-24,16:15,0,On Time,No Delay,1005,57,8,Clear,43,430,25,Low,1,0,0,0,Monitor
1498,13225,Rajdhani,BCT,Mumbai Central,SDAH,Sealdah,2026-09-09,17:15,0,On Time,No Delay,1358,83,16,Rain,34,2843,26,Low,0,0,0,3,Monitor
1499,14249,Intercity,JP,Jaipur Junction,MAS,Chennai Central,2026-09-01,02:30,30,Delayed,Signal Failure,349,86,2,Clear,22,432,44,Medium,0,0,0,31,Notify station control
1500,12748,Jan Shatabdi,PUNE,Pune Junction,BBS,Bhubaneswar,2026-01-12,07:15,0,On Time,No Delay,1175,47,4,Storm,43,5967,30,Low,0,0,1,3,Monitor
1501,14656,Express,BPL,Bhopal Junction,BCT,Mumbai Central,2026-03-23,16:30,60,At Risk,Technical Fault,1195,89,7,Cloudy,26,5197,54,Medium,0,0,1,57,Notify station control
1502,12465,Superfast,NGP,Nagpur Junction,BBS,Bhubaneswar,2026-06-28,10:15,18,At Risk,Weather,837,91,7,Storm,31,4328,53,Medium,0,1,1,13,Notify station control
1503,13224,Intercity,CSTM,Mumbai CSMT,SBC,KSR Bengaluru City,2026-08-27,10:00,0,On Time,No Delay,939,58,9,Heatwave,23,6778,18,Low,1,0,0,9,Monitor
1504,12378,Jan Shatabdi,GKP,Gorakhpur,KOTA,Kota Junction,2026-05-20,05:30,0,On Time,No Delay,938,88,3,Cloudy,18,9681,32,Low,0,0,0,3,Monitor
1505,14036,Sampark Kranti,SBC,KSR Bengaluru City,HWH,Howrah Junction,2026-08-01,11:30,25,Delayed,Congestion,1537,65,15,Cloudy,27,6042,32,Low,1,1,0,30,Monitor
1506,12682,Garib Rath,JP,Jaipur Junction,ADI,Ahmedabad Junction,2026-03-24,00:30,0,On Time,No Delay,1279,70,16,Rain,35,8371,22,Low,0,0,0,5,Monitor
1507,14252,Vande Bharat,KOTA,Kota Junction,BCT,Mumbai Central,2026-08-15,07:30,0,On Time,No Delay,611,65,4,Clear,15,1082,21,Low,0,0,0,0,Monitor
1508,12785,Shatabdi,KOTA,Kota Junction,ADI,Ahmedabad Junction,2026-02-08,10:30,30,At Risk,Maintenance Work,453,88,6,Rain,25,6284,41,Medium,1,0,0,35,Notify station control
1509,12351,Jan Shatabdi,BBS,Bhubaneswar,JP,Jaipur Junction,2026-09-01,21:30,0,On Time,No Delay,1137,80,5,Cloudy,21,2668,28,Low,0,0,0,6,Monitor
1510,14247,Jan Shatabdi,BBS,Bhubaneswar,JP,Jaipur Junction,2026-07-06,07:15,0,On Time,No Delay,270,97,5,Clear,39,8998,35,Low,0,1,0,3,Monitor
1511,12039,Rajdhani,JP,Jaipur Junction,BBS,Bhubaneswar,2026-09-12,22:30,30,Delayed,Maintenance Work,1477,73,16,Clear,35,9964,37,Low,0,0,0,32,Monitor
1512,12167,Vande Bharat,GKP,Gorakhpur,LKO,Lucknow Charbagh,2026-02-15,11:00,35,Delayed,Platform Change,255,64,4,Clear,28,716,34,Low,0,0,0,42,Monitor
1513,14196,Rajdhani,BCT,Mumbai Central,SDAH,Sealdah,2026-06-22,03:45,0,Completed,No Delay,1799,64,16,Cloudy,31,7385,26,Low,1,1,0,0,Monitor
1514,13175,Vande Bharat,SDAH,Sealdah,HWH,Howrah Junction,2026-06-23,16:45,75,Delayed,Crew Delay,902,60,7,Clear,39,7319,51,Medium,0,0,1,77,Notify station control
1515,12159,Duronto,BCT,Mumbai Central,PNBE,Patna Junction,2026-02-09,06:00,0,On Time,No Delay,733,83,8,Cloudy,39,5959,32,Low,0,0,0,0,Monitor
1516,12922,Express,KOTA,Kota Junction,VSKP,Visakhapatnam,2026-09-01,06:00,25,Delayed,Crew Delay,822,37,16,Clear,36,9602,26,Low,0,0,0,34,Monitor
1517,12747,Intercity,BCT,Mumbai Central,BBS,Bhubaneswar,2026-02-05,16:45,15,At Risk,Signal Failure,1231,89,6,Clear,44,7100,33,Low,1,0,0,25,Monitor
1518,12312,Duronto,NGP,Nagpur Junction,KOTA,Kota Junction,2026-02-19,15:15,20,Delayed,Weather,334,100,9,Heavy Rain,34,3026,51,Medium,0,1,0,20,Notify station control
1519,13298,Superfast,LKO,Lucknow Charbagh,JP,Jaipur Junction,2026-09-04,22:30,30,Delayed,Weather,953,96,6,Cloudy,25,5494,41,Medium,0,1,0,34,Notify station control
1520,13258,Vande Bharat,CSTM,Mumbai CSMT,PUNE,Pune Junction,2026-09-10,03:30,5,Delayed,Technical Fault,298,64,7,Rain,31,9145,22,Low,1,0,1,6,Monitor
1521,12849,Duronto,BBS,Bhubaneswar,CSTM,Mumbai CSMT,2026-08-06,17:15,0,On Time,No Delay,714,70,8,Heatwave,24,4673,21,Low,0,0,0,0,Monitor
1522,12601,Jan Shatabdi,BPL,Bhopal Junction,NDLS,New Delhi,2026-07-04,17:15,60,Delayed,Maintenance Work,1168,66,2,Heatwave,37,9688,42,Medium,1,0,1,68,Notify station control
1523,12495,Sampark Kranti,VSKP,Visakhapatnam,BPL,Bhopal Junction,2026-09-17,16:45,0,On Time,No Delay,1519,47,14,Cloudy,19,1836,20,Low,0,1,0,0,Monitor
1524,12914,Jan Shatabdi,ALD,Prayagraj Junction,BCT,Mumbai Central,2026-05-20,13:45,0,On Time,No Delay,271,79,8,Cloudy,42,2951,27,Low,0,0,1,4,Monitor
1525,14579,Shatabdi,JP,Jaipur Junction,HWH,Howrah Junction,2026-01-08,09:15,0,On Time,No Delay,1582,76,1,Clear,26,4398,30,Low,1,1,1,0,Monitor
1526,14658,Rajdhani,LKO,Lucknow Charbagh,HWH,Howrah Junction,2026-07-15,00:45,0,On Time,No Delay,945,55,18,Clear,32,1935,19,Low,1,0,0,7,Monitor
1527,12343,Vande Bharat,ADI,Ahmedabad Junction,MAS,Chennai Central,2026-02-14,18:00,0,On Time,No Delay,995,72,11,Clear,44,3115,25,Low,0,0,0,0,Monitor
1528,14147,Garib Rath,ALD,Prayagraj Junction,PNBE,Patna Junction,2026-01-14,11:45,15,Delayed,Weather,587,50,12,Fog,31,316,41,Medium,0,0,0,19,Notify station control
1529,12262,Garib Rath,PUNE,Pune Junction,CNB,Kanpur Central,2026-02-05,17:15,0,On Time,No Delay,1355,80,12,Clear,17,725,25,Low,0,0,0,0,Monitor
1530,14543,Superfast,SBC,KSR Bengaluru City,CSTM,Mumbai CSMT,2026-02-28,15:00,120,Delayed,Signal Failure,631,98,11,Cloudy,39,7734,74,High,0,1,1,130,Reallocate platform and crew
1531,13153,Jan Shatabdi,SBC,KSR Bengaluru City,BCT,Mumbai Central,2026-09-19,10:15,8,Delayed,Weather,330,98,13,Heatwave,14,5706,32,Low,0,1,0,15,Monitor
1532,13272,Garib Rath,PUNE,Pune Junction,BBS,Bhubaneswar,2026-07-09,07:30,0,On Time,No Delay,1744,99,13,Cloudy,28,7915,36,Low,0,1,0,8,Monitor
1533,14187,Vande Bharat,LKO,Lucknow Charbagh,KOTA,Kota Junction,2026-06-04,00:30,120,At Risk,Signal Failure,646,77,14,Rain,37,7692,71,High,0,0,1,130,Reallocate platform and crew
1534,14406,Sampark Kranti,ALD,Prayagraj Junction,ADI,Ahmedabad Junction,2026-01-28,10:30,0,On Time,No Delay,1078,87,7,Fog,40,199,42,Medium,0,0,1,0,Notify station control
1535,12159,Sampark Kranti,MAS,Chennai Central,PNBE,Patna Junction,2026-08-12,09:30,45,At Risk,Weather,1157,69,4,Fog,15,575,55,Medium,0,0,0,55,Notify station control
1536,14120,Jan Shatabdi,NGP,Nagpur Junction,LKO,Lucknow Charbagh,2026-04-19,00:30,90,Delayed,Platform Change,1579,79,7,Clear,23,8605,60,Medium,0,1,1,93,Notify station control
1537,13195,Intercity,BPL,Bhopal Junction,ALD,Prayagraj Junction,2026-01-20,14:45,0,On Time,No Delay,1661,58,14,Clear,16,3879,23,Low,0,1,1,0,Monitor
1538,14648,Express,VSKP,Visakhapatnam,BBS,Bhubaneswar,2026-08-03,21:00,0,On Time,No Delay,1346,65,14,Rain,18,6464,22,Low,0,0,0,10,Monitor
1539,12746,Shatabdi,BCT,Mumbai Central,BBS,Bhubaneswar,2026-04-22,07:00,0,On Time,No Delay,533,86,14,Cloudy,31,3051,27,Low,0,0,0,1,Monitor
1540,14676,Vande Bharat,SDAH,Sealdah,PUNE,Pune Junction,2026-04-22,00:45,0,On Time,No Delay,1792,100,13,Clear,40,751,36,Low,1,1,0,7,Monitor
1541,12425,Superfast,KOTA,Kota Junction,CNB,Kanpur Central,2026-07-28,08:30,60,Delayed,Technical Fault,1406,73,11,Clear,21,8203,51,Medium,0,0,1,56,Notify station control
1542,13037,Jan Shatabdi,PNBE,Patna Junction,GKP,Gorakhpur,2026-05-05,16:00,40,Delayed,Track Obstruction,1365,83,17,Clear,39,460,41,Medium,0,0,0,40,Notify station control
1543,14153,Garib Rath,LKO,Lucknow Charbagh,PUNE,Pune Junction,2026-01-22,05:00,0,Completed,No Delay,241,46,14,Clear,31,8984,21,Low,1,0,1,9,Monitor
1544,12422,Shatabdi,PUNE,Pune Junction,KOTA,Kota Junction,2026-07-07,18:15,0,On Time,No Delay,1164,79,2,Clear,42,1824,29,Low,1,0,1,5,Monitor
1545,14568,Express,ALD,Prayagraj Junction,BBS,Bhubaneswar,2026-07-06,18:00,0,On Time,No Delay,1197,83,3,Fog,22,900,38,Low,1,0,0,4,Monitor
1546,13240,Garib Rath,BBS,Bhubaneswar,KOTA,Kota Junction,2026-01-11,02:00,0,On Time,No Delay,578,100,6,Clear,31,9421,33,Low,0,1,0,0,Monitor
1547,14240,Superfast,MAS,Chennai Central,ALD,Prayagraj Junction,2026-02-13,08:45,15,Delayed,Technical Fault,1574,88,1,Heatwave,16,8313,34,Low,0,1,0,19,Monitor
1548,12208,Garib Rath,KOTA,Kota Junction,SDAH,Sealdah,2026-07-22,21:45,0,On Time,No Delay,1135,95,11,Clear,34,593,34,Low,0,1,0,0,Monitor
1549,12507,Vande Bharat,ADI,Ahmedabad Junction,JP,Jaipur Junction,2026-08-05,07:15,60,At Risk,Late Incoming Train,1750,62,7,Clear,20,519,47,Medium,1,1,1,66,Notify station control
1550,12055,Rajdhani,BPL,Bhopal Junction,GKP,Gorakhpur,2026-08-01,03:30,30,At Risk,Technical Fault,649,96,5,Clear,26,8253,39,Low,0,1,0,33,Monitor
1551,14556,Express,BCT,Mumbai Central,SDAH,Sealdah,2026-06-05,07:15,120,Delayed,Signal Failure,1444,80,5,Rain,15,2252,76,High,1,0,1,119,Reallocate platform and crew
1552,14101,Garib Rath,SDAH,Sealdah,KOTA,Kota Junction,2026-02-14,06:45,20,Delayed,Congestion,1215,80,6,Rain,32,1989,34,Low,0,0,0,26,Monitor
1553,14622,Rajdhani,CSTM,Mumbai CSMT,LKO,Lucknow Charbagh,2026-04-19,13:15,999,Cancelled,Maintenance Work,799,73,10,Clear,43,3306,100,Critical,1,0,1,999,Escalate to operations command
1554,13177,Shatabdi,BPL,Bhopal Junction,SDAH,Sealdah,2026-03-25,08:30,25,Delayed,Technical Fault,795,69,16,Rain,37,7665,32,Low,1,0,1,33,Monitor
1555,12681,Superfast,SBC,KSR Bengaluru City,LKO,Lucknow Charbagh,2026-09-28,21:00,90,At Risk,Technical Fault,1416,90,16,Cloudy,17,5830,63,Medium,0,1,1,94,Notify station control
1556,12198,Vande Bharat,MAS,Chennai Central,KOTA,Kota Junction,2026-01-19,09:00,0,On Time,No Delay,218,73,10,Cloudy,18,5100,26,Low,0,0,0,8,Monitor
1557,14090,Superfast,KOTA,Kota Junction,CSTM,Mumbai CSMT,2026-04-14,19:15,120,Delayed,Weather,523,56,5,Clear,18,6296,65,High,0,0,1,119,Reallocate platform and crew
1558,12881,Rajdhani,BCT,Mumbai Central,HWH,Howrah Junction,2026-03-13,09:00,0,Completed,No Delay,483,88,15,Rain,21,2081,32,Low,0,0,0,0,Monitor
1559,13054,Sampark Kranti,ADI,Ahmedabad Junction,PNBE,Patna Junction,2026-08-26,09:15,0,Completed,No Delay,203,63,5,Clear,43,3949,21,Low,1,0,0,5,Monitor
1560,14482,Vande Bharat,MAS,Chennai Central,KOTA,Kota Junction,2026-01-26,05:15,40,At Risk,Platform Change,1600,62,16,Cloudy,39,8109,41,Medium,0,1,0,37,Notify station control
1561,12960,Vande Bharat,NGP,Nagpur Junction,MAS,Chennai Central,2026-08-14,02:30,0,On Time,No Delay,1653,81,1,Clear,32,921,30,Low,0,1,0,0,Monitor
1562,14165,Express,JP,Jaipur Junction,SDAH,Sealdah,2026-02-13,19:45,0,On Time,No Delay,845,95,11,Rain,22,1160,34,Low,0,1,0,4,Monitor
1563,12195,Intercity,KOTA,Kota Junction,SDAH,Sealdah,2026-04-24,21:15,45,Delayed,Weather,1349,77,8,Fog,35,668,55,Medium,0,0,0,40,Notify station control
1564,14361,Jan Shatabdi,CNB,Kanpur Central,MAS,Chennai Central,2026-05-11,07:15,40,Delayed,Crew Delay,1226,85,4,Cloudy,42,3926,42,Medium,0,0,0,35,Notify station control
1565,12755,Garib Rath,BCT,Mumbai Central,SBC,KSR Bengaluru City,2026-03-02,07:15,0,On Time,No Delay,780,77,1,Clear,34,9639,28,Low,0,0,1,6,Monitor
1566,13010,Intercity,CNB,Kanpur Central,BCT,Mumbai Central,2026-06-18,15:00,0,On Time,No Delay,450,41,11,Clear,17,764,18,Low,0,0,0,0,Monitor
1567,12135,Duronto,GKP,Gorakhpur,ADI,Ahmedabad Junction,2026-02-05,10:15,0,On Time,No Delay,1587,59,13,Cloudy,23,1466,19,Low,0,1,0,0,Monitor
1568,14299,Jan Shatabdi,PNBE,Patna Junction,BCT,Mumbai Central,2026-02-20,22:45,0,On Time,No Delay,690,43,12,Clear,42,649,17,Low,0,0,0,2,Monitor
1569,14297,Superfast,HWH,Howrah Junction,CNB,Kanpur Central,2026-07-04,23:45,0,On Time,No Delay,983,66,17,Heatwave,34,2453,22,Low,0,0,0,8,Monitor
1570,14485,Superfast,SDAH,Sealdah,CSTM,Mumbai CSMT,2026-01-10,04:00,999,Cancelled,Technical Fault,198,80,1,Clear,28,7440,100,Critical,0,0,1,999,Escalate to operations command
1571,13265,Superfast,LKO,Lucknow Charbagh,GKP,Gorakhpur,2026-01-03,09:45,75,Delayed,Maintenance Work,338,68,14,Cloudy,14,8576,49,Medium,0,0,1,71,Notify station control
1572,12677,Duronto,HWH,Howrah Junction,BCT,Mumbai Central,2026-09-17,03:45,12,Delayed,Crew Delay,258,97,9,Cloudy,39,6701,38,Low,0,1,0,10,Monitor
1573,14494,Superfast,PNBE,Patna Junction,BBS,Bhubaneswar,2026-09-18,05:45,0,On Time,No Delay,903,100,2,Fog,25,722,41,Medium,0,1,1,7,Notify station control
1574,14305,Rajdhani,BBS,Bhubaneswar,MAS,Chennai Central,2026-04-12,13:30,15,Delayed,Technical Fault,183,61,18,Rain,17,5057,28,Low,0,0,1,14,Monitor
1575,14329,Rajdhani,NDLS,New Delhi,BBS,Bhubaneswar,2026-06-10,19:15,0,Completed,No Delay,1754,62,17,Clear,38,9868,25,Low,0,1,0,6,Monitor
1576,12234,Intercity,NGP,Nagpur Junction,BBS,Bhubaneswar,2026-08-04,02:45,8,Delayed,Platform Change,1258,85,17,Heatwave,37,7146,32,Low,0,0,0,14,Monitor
1577,14006,Superfast,JP,Jaipur Junction,BPL,Bhopal Junction,2026-01-24,01:15,45,Delayed,Weather,801,76,17,Fog,15,720,57,Medium,0,0,0,54,Notify station control
1578,13155,Superfast,CNB,Kanpur Central,ALD,Prayagraj Junction,2026-08-23,17:45,20,At Risk,Maintenance Work,1620,100,16,Clear,29,4264,36,Low,0,1,1,21,Monitor
1579,12554,Shatabdi,HWH,Howrah Junction,KOTA,Kota Junction,2026-06-01,21:00,0,On Time,No Delay,1558,92,5,Cloudy,22,1243,27,Low,0,1,0,6,Monitor
1580,14505,Jan Shatabdi,LKO,Lucknow Charbagh,JP,Jaipur Junction,2026-04-17,16:45,0,Completed,No Delay,1543,100,18,Rain,40,3720,34,Low,0,1,1,10,Monitor
1581,13213,Intercity,SDAH,Sealdah,LKO,Lucknow Charbagh,2026-06-06,19:30,0,On Time,No Delay,1760,72,2,Clear,14,790,27,Low,0,1,0,0,Monitor
1582,12063,Garib Rath,KOTA,Kota Junction,PUNE,Pune Junction,2026-04-12,03:45,0,On Time,No Delay,1339,93,14,Storm,24,4747,42,Medium,0,1,1,7,Notify station control
1583,13020,Express,MAS,Chennai Central,SDAH,Sealdah,2026-02-06,11:00,60,At Risk,Technical Fault,440,76,10,Clear,15,6399,48,Medium,1,0,1,69,Notify station control
1584,14595,Rajdhani,CNB,Kanpur Central,ALD,Prayagraj Junction,2026-07-02,22:00,12,At Risk,Technical Fault,1761,83,17,Heatwave,42,496,32,Low,1,1,1,9,Monitor
1585,14517,Express,MAS,Chennai Central,PUNE,Pune Junction,2026-08-13,19:30,35,Delayed,Weather,1480,61,13,Heavy Rain,39,3473,48,Medium,0,0,0,32,Notify station control
1586,12939,Duronto,ALD,Prayagraj Junction,JP,Jaipur Junction,2026-04-28,14:15,0,On Time,No Delay,711,62,18,Clear,18,4413,24,Low,0,0,0,7,Monitor
1587,12947,Rajdhani,VSKP,Visakhapatnam,CSTM,Mumbai CSMT,2026-04-22,18:45,0,On Time,No Delay,405,79,5,Clear,26,6536,29,Low,0,0,0,0,Monitor
1588,12204,Garib Rath,NDLS,New Delhi,NGP,Nagpur Junction,2026-05-24,15:45,10,Delayed,Weather,388,74,5,Fog,37,402,46,Medium,1,0,0,17,Notify station control
